ticker,name,failed_gates,values,missing_fields,source,retrieved_at
CELH,Celsius Holdings Inc,earnings_window,"{'revenue_growth_yoy': 137.68, 'eps_growth_yoy': 125.83, 'eps_next_year': 23.47, 'operating_margin': 19.8}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CENX,Century Aluminum Co,revenue_growth;eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 2.41, 'eps_growth_yoy': 10.3728, 'eps_next_year': 4.76, 'operating_margin': 8.09}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CG,Carlyle Group Inc,revenue_growth;eps_growth;earnings_window,"{'revenue_growth_yoy': -61.12, 'eps_growth_yoy': -2.0369, 'eps_next_year': 39.38, 'operating_margin': 17.88}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CGNX,Cognex Corp,earnings_window,"{'revenue_growth_yoy': 24.26, 'eps_growth_yoy': 121.73, 'eps_next_year': 20.65, 'operating_margin': 18.759999999999998}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CGON,Cg Oncology Inc,revenue_growth;eps_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': 19.8269, 'eps_growth_yoy': -57.52, 'eps_next_year': -2.37, 'operating_margin': -42.3899}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CHDN,Churchill Downs Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 4.88, 'eps_growth_yoy': 14.499999999999998, 'eps_next_year': 6.55, 'operating_margin': 25.81}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CHKP,Check Point Software Technologies Ltd,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 1.26, 'eps_growth_yoy': 1.9300000000000002, 'eps_next_year': 8.14, 'operating_margin': 29.020000000000003}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CHRD,Chord Energy Corp,eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 37.08, 'eps_growth_yoy': -48.19, 'eps_next_year': -28.34, 'operating_margin': 13.76}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CHRW,C.H. Robinson Worldwide Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': 19.28, 'eps_growth_yoy': 23.810000000000002, 'eps_next_year': 20.74, 'operating_margin': 4.91}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CHTR,Charter Communications Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': -1.7399999999999998, 'eps_growth_yoy': 16.04, 'eps_next_year': 9.59, 'operating_margin': 23.98}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CHYM,Chime Financial Inc,revenue_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 18.54, 'eps_growth_yoy': None, 'eps_next_year': 129.75, 'operating_margin': -44.6}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CIFR,Cipher Digital Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': -28.84, 'eps_growth_yoy': -1.6105, 'eps_next_year': 82.24, 'operating_margin': -89.47}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CINF,Cincinnati Financial Corp,eps_next_year,"{'revenue_growth_yoy': 31.59, 'eps_growth_yoy': 85.68, 'eps_next_year': 6.59, 'operating_margin': 30.159999999999997}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CLBT,Cellebrite DI Ltd,revenue_growth;eps_growth,"{'revenue_growth_yoy': 19.3, 'eps_growth_yoy': -37.82, 'eps_next_year': 34.67, 'operating_margin': 13.55}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CLDX,Celldex Therapeutics Inc,revenue_growth;eps_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': -97.84, 'eps_growth_yoy': -45.87, 'eps_next_year': -2.0, 'operating_margin': -356.8845}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CLMT,Calumet Inc,revenue_growth;eps_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 3.5999999999999996, 'eps_growth_yoy': -94.39999999999999, 'eps_next_year': 159.11, 'operating_margin': -0.15}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CMCSA,Comcast Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': -1.23, 'eps_growth_yoy': -66.9, 'eps_next_year': 3.17, 'operating_margin': 14.85}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CME,CME Group Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 0.84, 'eps_growth_yoy': 2.6599999999999997, 'eps_next_year': 5.41, 'operating_margin': 65.10000000000001}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
COCO,Vita Coco Company Inc,eps_next_year,"{'revenue_growth_yoy': 28.08, 'eps_growth_yoy': 112.29, 'eps_next_year': 12.67, 'operating_margin': 19.1}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
COHU,Cohu Inc,operating_margin,"{'revenue_growth_yoy': 38.37, 'eps_growth_yoy': 99.06, 'eps_next_year': 94.34, 'operating_margin': -6.38}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
COIN,Coinbase Global Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': -61.1, 'eps_growth_yoy': -126.57000000000001, 'eps_next_year': 229.19, 'operating_margin': -37.56}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
COLB,Columbia Banking System Inc,eps_growth;eps_next_year,"{'revenue_growth_yoy': 21.959999999999997, 'eps_growth_yoy': 0.03, 'eps_next_year': 8.65, 'operating_margin': 30.620000000000005}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
COO,Cooper Companies Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 7.9, 'eps_growth_yoy': -1.9142, 'eps_next_year': 8.11, 'operating_margin': 18.19}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CORT,Corcept Therapeutics Inc,eps_growth;operating_margin,"{'revenue_growth_yoy': 31.740000000000002, 'eps_growth_yoy': 23.91, 'eps_next_year': 85.37, 'operating_margin': 0.77}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CORZ,Core Scientific Inc,eps_growth;operating_margin,"{'revenue_growth_yoy': 108.83, 'eps_growth_yoy': -78.6882, 'eps_next_year': 107.0, 'operating_margin': -30.620000000000005}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
COST,Costco Wholesale Corp,revenue_growth;eps_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': 11.58, 'eps_growth_yoy': 15.27, 'eps_next_year': 10.43, 'operating_margin': 3.82}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CPB,Campbells Co,revenue_growth;eps_next_year,"{'revenue_growth_yoy': -4.3999999999999995, 'eps_growth_yoy': 87.9, 'eps_next_year': -12.66, 'operating_margin': 11.95}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CPRT,Copart Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 2.09, 'eps_growth_yoy': 2.67, 'eps_next_year': 5.69, 'operating_margin': 36.57}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CRDO,Credo Technology Group Holding Ltd,revenue_growth;eps_growth,"{'revenue_growth_yoy': 1.5702, 'eps_growth_yoy': 3.3683, 'eps_next_year': 47.81, 'operating_margin': 34.03}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CRNX,Crinetics Pharmaceuticals Inc,eps_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': 23.3628, 'eps_growth_yoy': 7.140000000000001, 'eps_next_year': 13.21, 'operating_margin': -13.0252}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CROX,Crocs Inc,revenue_growth;eps_next_year,"{'revenue_growth_yoy': 2.62, 'eps_growth_yoy': 146.78, 'eps_next_year': 7.17, 'operating_margin': 20.810000000000002}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CRSP,CRISPR Therapeutics AG,revenue_growth;operating_margin,"{'revenue_growth_yoy': 10.4137, 'eps_growth_yoy': 60.57, 'eps_next_year': 25.94, 'operating_margin': -39.7153}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CRWD,Crowdstrike Holdings Inc,operating_margin,"{'revenue_growth_yoy': 25.569999999999997, 'eps_growth_yoy': 124.25999999999999, 'eps_next_year': 26.46, 'operating_margin': -2.15}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CRWV,CoreWeave Inc,eps_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 111.69, 'eps_growth_yoy': -76.42999999999999, 'eps_next_year': 66.37, 'operating_margin': -2.6}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CSCO,Cisco Systems Inc,revenue_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 11.959999999999999, 'eps_growth_yoy': 36.1, 'eps_next_year': 11.95, 'operating_margin': 23.94}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CSGP,Costar Group Inc,revenue_growth;eps_growth;operating_margin,"{'revenue_growth_yoy': 18.39, 'eps_growth_yoy': 8.3151, 'eps_next_year': 25.4, 'operating_margin': 2.4299999999999997}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CSX,CSX Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 10.100000000000001, 'eps_growth_yoy': 21.78, 'eps_next_year': 13.33, 'operating_margin': 35.27}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CTAS,Cintas Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 8.9, 'eps_growth_yoy': 15.559999999999999, 'eps_next_year': 11.16, 'operating_margin': 23.26}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CTSH,Cognizant Technology Solutions Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 4.5, 'eps_growth_yoy': 4.1000000000000005, 'eps_next_year': 9.76, 'operating_margin': 16.11}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CVBF,CVB Financial Corp,eps_growth,"{'revenue_growth_yoy': 37.86, 'eps_growth_yoy': -21.14, 'eps_next_year': 31.52, 'operating_margin': 43.64}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CVLT,Commvault Systems Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 11.4, 'eps_growth_yoy': -2.7, 'eps_next_year': 14.02, 'operating_margin': 9.01}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CYTK,Cytokinetics Inc,revenue_growth;eps_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 11.2578, 'eps_growth_yoy': -22.720000000000002, 'eps_next_year': 26.12, 'operating_margin': -6.0506}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
CZR,Caesars Entertainment Inc,revenue_growth;eps_growth,"{'revenue_growth_yoy': 2.96, 'eps_growth_yoy': 22.53, 'eps_next_year': 118.36, 'operating_margin': 17.69}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DASH,DoorDash Inc,eps_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 33.11, 'eps_growth_yoy': -6.12, 'eps_next_year': 76.56, 'operating_margin': 5.9799999999999995}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DBX,Dropbox Inc,revenue_growth;eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 0.77, 'eps_growth_yoy': -4.84, 'eps_next_year': 12.08, 'operating_margin': 26.85}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DDOG,Datadog Inc,operating_margin;earnings_window,"{'revenue_growth_yoy': 32.15, 'eps_growth_yoy': 115.46000000000001, 'eps_next_year': 17.8, 'operating_margin': -0.65}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DKNG,DraftKings Inc,revenue_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 16.84, 'eps_growth_yoy': 144.9, 'eps_next_year': 357.2, 'operating_margin': 0.6799999999999999}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DLTR,Dollar Tree Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 7.24, 'eps_growth_yoy': 9.59, 'eps_next_year': 10.18, 'operating_margin': 8.44}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DNTH,Dianthus Therapeutics Inc,revenue_growth;eps_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': -60.19, 'eps_growth_yoy': -3.1, 'eps_next_year': -18.71, 'operating_margin': -143.1804}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DOCU,DocuSign Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 8.72, 'eps_growth_yoy': 17.51, 'eps_next_year': 12.57, 'operating_margin': 10.639999999999999}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DOX,Amdocs Ltd,revenue_growth;eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 3.92, 'eps_growth_yoy': -11.62, 'eps_next_year': 8.77, 'operating_margin': 17.24}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DPZ,Dominos Pizza Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 4.3, 'eps_growth_yoy': 6.92, 'eps_next_year': 9.9, 'operating_margin': 19.3}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DRS,Leonardo DRS Inc,revenue_growth;eps_next_year,"{'revenue_growth_yoy': 10.13, 'eps_growth_yoy': 59.34, 'eps_next_year': 7.43, 'operating_margin': 10.56}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DUOL,Duolingo Inc,eps_growth;earnings_window,"{'revenue_growth_yoy': 26.529999999999998, 'eps_growth_yoy': 22.46, 'eps_next_year': 20.83, 'operating_margin': 14.78}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
DXCM,Dexcom Inc,revenue_growth,"{'revenue_growth_yoy': 13.08, 'eps_growth_yoy': 43.63, 'eps_next_year': 17.09, 'operating_margin': 22.919999999999998}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EA,Electronic Arts Inc,eps_next_year,"{'revenue_growth_yoy': 20.080000000000002, 'eps_growth_yoy': 97.52, 'eps_next_year': 8.84, 'operating_margin': 18.56}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EBAY,EBay Inc,eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 20.880000000000003, 'eps_growth_yoy': 5.800000000000001, 'eps_next_year': 10.26, 'operating_margin': 21.07}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EBC,Eastern Bankshares Inc,eps_growth;eps_next_year,"{'revenue_growth_yoy': 26.31, 'eps_growth_yoy': -4.71, 'eps_next_year': 13.87, 'operating_margin': 26.919999999999998}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
ECHO,EchoStar Corp,revenue_growth;eps_growth;eps_next_year;operating_margin,"{'revenue_growth_yoy': -3.9899999999999998, 'eps_growth_yoy': 23.649, 'eps_next_year': -86.58, 'operating_margin': 7.1499999999999995}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
ENPH,Enphase Energy Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': -19.63, 'eps_growth_yoy': -2.55, 'eps_next_year': 9.81, 'operating_margin': 25.629999999999995}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
ENSG,Ensign Group Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 17.330000000000002, 'eps_growth_yoy': 16.43, 'eps_next_year': 9.73, 'operating_margin': 8.780000000000001}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
ENTG,Entegris Inc,revenue_growth,"{'revenue_growth_yoy': 5.01, 'eps_growth_yoy': 45.12, 'eps_next_year': 29.28, 'operating_margin': 16.0}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EQPT,Equipmentshare.Com Inc,revenue_growth;eps_growth;earnings_window,"{'revenue_growth_yoy': -36.32, 'eps_growth_yoy': -2.0693, 'eps_next_year': 68.92, 'operating_margin': None}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
ETOR,Etoro Group Ltd,revenue_growth;eps_growth;earnings_window,"{'revenue_growth_yoy': 18.04, 'eps_growth_yoy': 17.96, 'eps_next_year': 19.23, 'operating_margin': 29.770000000000003}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EVRG,Evergy Inc,revenue_growth;eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 3.81, 'eps_growth_yoy': 19.38, 'eps_next_year': 7.08, 'operating_margin': 25.130000000000003}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EWBC,East West Bancorp Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 4.7, 'eps_growth_yoy': 14.97, 'eps_next_year': 6.48, 'operating_margin': 39.629999999999995}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EXC,Exelon Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 9.950000000000001, 'eps_growth_yoy': -0.31, 'eps_next_year': 6.18, 'operating_margin': 20.79}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EXE,Expand Energy Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': -10.61, 'eps_growth_yoy': -45.58, 'eps_next_year': -4.44, 'operating_margin': 21.529999999999998}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EXEL,Exelixis Inc,revenue_growth;earnings_window,"{'revenue_growth_yoy': 9.969999999999999, 'eps_growth_yoy': 42.14, 'eps_next_year': 16.92, 'operating_margin': 40.29}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EXLS,ExlService Holdings Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 15.61, 'eps_growth_yoy': 4.92, 'eps_next_year': 13.48, 'operating_margin': 14.42}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EXPE,Expedia Group Inc,revenue_growth;earnings_window,"{'revenue_growth_yoy': 14.66, 'eps_growth_yoy': 96.84, 'eps_next_year': 16.49, 'operating_margin': 15.35}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
EXTR,Extreme Networks Inc,revenue_growth;eps_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 11.379999999999999, 'eps_growth_yoy': 2.0856, 'eps_next_year': 15.3, 'operating_margin': 3.29}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FA,First Advantage Corp,revenue_growth;earnings_window,"{'revenue_growth_yoy': 8.63, 'eps_growth_yoy': 105.2, 'eps_next_year': 17.0, 'operating_margin': 10.2}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FANG,Diamondback Energy Inc,eps_growth;eps_next_year,"{'revenue_growth_yoy': 51.22, 'eps_growth_yoy': 1.8132, 'eps_next_year': -12.05, 'operating_margin': 35.05}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FAST,Fastenal Co,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 14.74, 'eps_growth_yoy': 15.879999999999999, 'eps_next_year': 10.73, 'operating_margin': 20.29}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FER,Ferrovial N. V,revenue_growth;eps_growth,"{'revenue_growth_yoy': 6.64, 'eps_growth_yoy': 9.5324, 'eps_next_year': 18.95, 'operating_margin': 10.42}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FFBC,First Financial Bancorp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 12.98, 'eps_growth_yoy': -0.15, 'eps_next_year': 11.57, 'operating_margin': 26.06}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FFIN,First Financial Bankshares Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 8.43, 'eps_growth_yoy': 7.61, 'eps_next_year': 5.57, 'operating_margin': 37.86}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FHB,First Hawaiian INC,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 0.7100000000000001, 'eps_growth_yoy': 3.04, 'eps_next_year': 7.12, 'operating_margin': 31.730000000000004}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FIBK,First Interstate BancSystem Inc,revenue_growth;eps_growth,"{'revenue_growth_yoy': -7.8, 'eps_growth_yoy': 24.97, 'eps_next_year': 35.0, 'operating_margin': 29.409999999999997}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FIGR,Figure Technology Solutions Inc,eps_growth,"{'revenue_growth_yoy': 72.52, 'eps_growth_yoy': 5.8272, 'eps_next_year': 32.03, 'operating_margin': 38.98}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FISV,Fiserv Inc,revenue_growth;eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': -2.01, 'eps_growth_yoy': -29.23, 'eps_next_year': 9.93, 'operating_margin': 24.5}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FIVE,Five Below Inc,eps_growth;eps_next_year,"{'revenue_growth_yoy': 32.46, 'eps_growth_yoy': 1.9681, 'eps_next_year': 6.93, 'operating_margin': 11.04}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FIVN,Five9 Inc,revenue_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 9.16, 'eps_growth_yoy': 32.3438, 'eps_next_year': 16.0, 'operating_margin': 5.08}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FLEX,Flex Ltd,operating_margin,"{'revenue_growth_yoy': 20.580000000000002, 'eps_growth_yoy': 51.22, 'eps_next_year': 51.51, 'operating_margin': 5.58}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FLY,Firefly Aerospace Inc,eps_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 44.800000000000004, 'eps_growth_yoy': -20.349999999999998, 'eps_next_year': 35.37, 'operating_margin': -1.5862}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FLYW,Flywire Corp,eps_growth;operating_margin,"{'revenue_growth_yoy': 40.96, 'eps_growth_yoy': 3.8935, 'eps_next_year': 59.97, 'operating_margin': 5.17}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FORM,FormFactor Inc,eps_growth,"{'revenue_growth_yoy': 31.89, 'eps_growth_yoy': 5.058, 'eps_next_year': 22.96, 'operating_margin': 15.07}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FOX,Fox Corp,revenue_growth;eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': -8.63, 'eps_growth_yoy': -48.79, 'eps_next_year': 15.0, 'operating_margin': 20.05}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FOXA,Fox Corp,revenue_growth;eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': -8.63, 'eps_growth_yoy': -48.79, 'eps_next_year': 14.75, 'operating_margin': 20.05}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FROG,JFrog Ltd,operating_margin;earnings_window,"{'revenue_growth_yoy': 25.790000000000003, 'eps_growth_yoy': 57.82000000000001, 'eps_next_year': 17.64, 'operating_margin': -15.329999999999998}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FRPT,Freshpet Inc,revenue_growth;eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 13.07, 'eps_growth_yoy': 4.4756, 'eps_next_year': -7.38, 'operating_margin': 8.25}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FRVO,Fervo Energy Co,earnings_window,"{'revenue_growth_yoy': None, 'eps_growth_yoy': None, 'eps_next_year': None, 'operating_margin': None}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FSLR,First Solar Inc,revenue_growth;eps_growth,"{'revenue_growth_yoy': -3.73, 'eps_growth_yoy': 23.36, 'eps_next_year': 34.4, 'operating_margin': 34.98}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FSLY,Fastly Inc,revenue_growth;operating_margin;earnings_window,"{'revenue_growth_yoy': 19.759999999999998, 'eps_growth_yoy': 51.1, 'eps_next_year': 21.15, 'operating_margin': -15.98}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FTAI,FTAI Aviation Ltd,eps_growth,"{'revenue_growth_yoy': 40.79, 'eps_growth_yoy': -27.900000000000002, 'eps_next_year': 104.32, 'operating_margin': 25.119999999999997}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FTNT,Fortinet Inc,eps_next_year,"{'revenue_growth_yoy': 25.64, 'eps_growth_yoy': 43.86, 'eps_next_year': 9.48, 'operating_margin': 32.37}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FULT,Fulton Financial Corp,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 7.580000000000001, 'eps_growth_yoy': -1.08, 'eps_next_year': 10.58, 'operating_margin': 26.540000000000003}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
FWONK,Liberty Media Corp,eps_growth;earnings_window,"{'revenue_growth_yoy': 59.06, 'eps_growth_yoy': 3.0073, 'eps_next_year': 26.67, 'operating_margin': 15.49}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
GEHC,GE HealthCare Technologies Inc,revenue_growth;eps_growth;eps_next_year,"{'revenue_growth_yoy': 5.75, 'eps_growth_yoy': 16.45, 'eps_next_year': 10.41, 'operating_margin': 13.73}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
GEN,Gen Digital Inc,eps_growth;eps_next_year;earnings_window,"{'revenue_growth_yoy': 27.029999999999998, 'eps_growth_yoy': 2.6938, 'eps_next_year': 13.39, 'operating_margin': 43.1}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
GFS,GlobalFoundries Inc,revenue_growth;eps_growth;earnings_window,"{'revenue_growth_yoy': 3.09, 'eps_growth_yoy': -51.300000000000004, 'eps_next_year': 31.01, 'operating_margin': 12.08}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
GH,Guardant Health Inc,eps_growth;operating_margin,"{'revenue_growth_yoy': 44.330000000000005, 'eps_growth_yoy': -12.34, 'eps_next_year': 38.11, 'operating_margin': -39.7}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
GILD,Gilead Sciences Inc,revenue_growth,"{'revenue_growth_yoy': 5.09, 'eps_growth_yoy': 54.290000000000006, 'eps_next_year': 2002.32, 'operating_margin': 40.410000000000004}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
GLBE,Global E Online Ltd,eps_growth;earnings_window,"{'revenue_growth_yoy': 32.76, 'eps_growth_yoy': 2.6556, 'eps_next_year': 34.92, 'operating_margin': 12.1}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
GLNG,Golar Lng,eps_growth;eps_next_year,"{'revenue_growth_yoy': 120.08000000000001, 'eps_growth_yoy': 9.4853, 'eps_next_year': -45.0, 'operating_margin': 41.449999999999996}",,Finviz via finvizfinance screener views,2026-08-05T22:43:10+02:00
